千葉,1210297,医療法人社団藤原会藤原整形外科医院,290-0225,市原市牛久１１８９,外・整・理,●,,0436-92-0046
千葉,1210319,医療法人鎗田病院,290-0056,市原市五井８９９,内・呼・消循・外・小呼外・小・放,,●,0436-21-1655
千葉,1210335,木村整形外科,260-0834,千葉市中央区今井３－１６－６,外・整,●,,043-261-0650
千葉,1210343,医療法人社団朗真会 四ッ谷医院,299-0111,市原市姉崎１１２,外・内・胃・小,,,0436-62-5151
千葉,1210351,社会医療法人社団 千葉県勤労者医療協会 千葉健生病院,262-0032,千葉市花見川区幕張町5-392-4,内・呼・循・胃・外・小・放・理,●,,043-272-1211
千葉,1210378,新宿外科医院,260-0021,千葉市中央区新宿２－１６－１３,外・整・皮・理,,,043-242-5595
千葉,1210394,医療法人芙蓉会 五井病院,290-0056,市原市五井５１５５,外・整・胃・脳神・理,●,●,0436-21-5405
千葉,1210432,医療法人社団内田医院,299-0111,市原市姉崎１８７５,外・整・胃・肛,,,0436-61-1201
千葉,1210441,独立行政法人 労働者健康安全機構 千葉労災病院,290-0003,市原市辰巳台東2-16,内・精・神・外・整・脳・呼・皮・泌・眼・耳・リハ・歯口・麻・小・産婦,●,●,0436-74-1111
千葉,1210459,医療法人社団 桐和会 桐原クリニック,260-0811,千葉市中央区大森町502,外,●,,043-261-5961
千葉,1210548,医療法人社団白金会白金整形外科クリニック,290-0059,市原市白金町１－７０,内・外・整・形,●,●,0436-22-1435
千葉,1210581,医療法人社団幸有会記念病院,262-0013,千葉市花見川区犢橋町７７－３,内・胃・整・外・肛,●,●,043-259-3210
千葉,1210602,独立行政法人 国立病院機構 千葉東病院,260-0801,千葉市中央区仁戸名町673,内・心・精・神内・呼・消・循・アレ・リユ・外・整・脳・呼外・心外・皮・泌・眼・耳・リハ・歯・放・麻・小,,,043-261-5171
千葉,1210611,医療法人社団下野医院,284-0005,四街道市四街道 ２－１７－１６,外・内・胃,,,043-432-2308
千葉,1210629,医療法人社団仁威会 実川外科医院,260-0001,千葉市中央区都町２－２９－６,外・整・胃,,,043-231-4008
千葉,1210637,中島クリニック,284-0005,四街道市四街道１５３７,内・外・小・皮・胃,,,043-422-2716
千葉,1210645,稲毛中央外科医院,263-0031,千葉市稲毛区稲毛東４－３－３,内・外・整・皮・泌・肛, ,,043-243-2201
千葉,1210653,千葉市立青葉病院,260-0852,千葉市中央区青葉町１２７３－２,内・神・神内・呼・消・循・外・整・皮・泌・眼・耳・リハ・歯・放・麻・小・産婦,,,043-227-1131
千葉,1210696,医療法人社団豊整会奥田外科医院,290-0004,市原市辰巳台西１－５,外・整,,,0436-74-1868
千葉,1210700,医療法人社団 千寿雅会 長谷川病院,290-0062,市原市八幡１１５ー１,内・胃・外・整,,●,0436-41-0453
千葉,1210734,医療法人長生会 浜野医院,260-0824,千葉市中央区浜野町６２７－１,内・消・胃・外・整・脳外・肛・気・耳・麻,,●,043-264-5553
千葉,1210742,山田整形外科医院,260-0044,千葉市中央区松波３－７－８,整,,,043-253-1145
千葉,1210769,医療法人社団親月会千葉中央外科内科,263-0016,千葉市稲毛区天台４－２－１７,内・胃・外・整・リハ・放,●,,043-253-1231
千葉,1210777,医療法人社団晴山会 平山病院,262-0046,千葉市花見川区花見川１４９４－３,内・精・神内・形・眼・外・整・皮・泌・耳,,,043-259-4525
千葉,1210785,医療法人社団滝西会 三和医院,290-0081,市原市五井中央西1-12-6,外・整,,,0436-21-7501
千葉,1210807,霜整形外科医院,260-0855,千葉市中央区市場町２－１１,整形,,,043-222-2006
千葉,1210823,千野外科医院,264-0007,千葉市若葉区小倉町１７５３－１０,外・胃・整,,,043-232-2411
千葉,1210840,医療法人社団伯野外科胃腸科,262-0005,千葉市花見川区こてはし台５－１－７,外・胃,,,043-257-6367
千葉,1210858,医療法人社団善秀会 朝日ヶ丘医院,262-0021,千葉市花見川区花園町４４－３２,外・整・胃・放,,,043-271-0351
千葉,1210866,清宮外科胃腸科医院,264-0031,千葉市若葉区愛生町６１－５,外・胃・整・皮,,,043-254-6151
千葉,1210904,社会医療法人社団 千葉県勤労者医療協会 北部診療所,263-0016,千葉市稲毛区天台３－４－５,内・小・消・呼・循,,,043-251-8131
千葉,1210921,医療法人社団隆陽会 さつきが丘医院,262-0014,千葉市花見川区さつきが丘１－３３－２,外・整,●,,043-257-6012
千葉,1210939,さこう医院,262-0041,千葉市花見川区柏井町１５９２－６,外・整,,,043-286-6091
千葉,1210955,社会医療法人社団 千葉県勤労者医療協会 花園診療所,262-0025,千葉市花見川区花園２－８－２３,内・皮・小,,,043-272-7200
千葉,1210971,渡辺外科胃腸科,264-0002,千葉市若葉区千城台東４－１５－１０,外・胃,,,043-237-0151
千葉,1210980,医療法人 三橋病院,260-0011,千葉市中央区亀井町２－３,内・外・整,,●,043-224-8201
千葉,1211021,医療法人社団琢心会辰巳病院,290-0003,市原市辰巳台東５－５－１,内・外,,,0436-74-1321
千葉,1211048,麻薙眼科,290-0056,市原市五井２５４１－５,眼,,,0436-21-5739
千葉,1211064,医療法人社団阿うんの会 坂の上外科,267-0061,千葉市緑区土気町３１１,外・胃・整・放,,,043-294-5551
千葉,1211099,医療法人社団森整形外科クリニック,261-0011,千葉市美浜区真砂２－６－１,整・歯,,,043-277-3111
千葉,1211111,ちば美容・形成外科クリニック,260-0028,千葉市中央区新町３－３辰巳ビル,形・皮・美外,,,043-247-5232
千葉,1211129,医療法人柏葉会 柏戸病院,260-0854,千葉市中央区長洲２－２１－８,内・外・小外・消・循・呼,,●,043-227-8366
千葉,1211137,田那村整形外科,260-0015,千葉市中央区富士見２－１６－１,整・理,,,043-225-2777
千葉,1211153,みつわ台中央診療所,264-0032,千葉市若葉区みつわ台２－３７－２,外・整・胃・皮・眼・理・内,,,043-255-2301
千葉,1211161,医療法人社団 椿森会 椿森クリニック,260-0042,千葉市中央区椿森２－７－１３,内。心内・精,,,043-256-6681
千葉,1211196,千葉県救急医療センター,261-0012,千葉市美浜区磯辺3-32-1,内・循・外・整・形・脳・心外・麻,,,043-279-2211
千葉,1211200,岡本外科整形外科医院,260-0807,千葉市中央区松ケ丘町６４－１,外・整・胃,,,043-265-0110
千葉,1211218,医療法人社団あい 増田病院,260-0033,千葉市中央区春日１－１６－５,内・外・皮・胃・肛・泌・整・小・放,,●,043-247-3821
千葉,1211234,医療法人社団 淳朋会 都賀さいとう整形外科,264-0025,千葉市若葉区都賀３－１６－1３,リュウ・整・リハ・放・麻,,,043-497-5137
千葉,1211251,関根整形外科医院,261-0012,千葉市美浜区磯辺５－１４－２,外・整,,,043-278-2303
千葉,1211269,医療法人社団泉会 清川眼科医院,290-0062,市原市八幡５８２－２,眼,,,0436-41-0982
千葉,1211285,医療法人社団 野村外科医院,284-0015,四街道市千代田４－２５－４,外・整,,,043-423-4782
千葉,1211307,社会福祉法人煌徳会 般若クリニック,262-0005,千葉市花見川区こてはし台５－９－３,内・小,,,043-259-6415
千葉,1211315,千葉県千葉リハビリテーションセンター,266-0005,千葉市緑区誉田町1-45-2,内・精・神・リウ・整・皮・泌・眼・耳咽・リハ・歯・麻・小,●,,043-291-1831
千葉,1211323,医療法人社団誠馨会千葉中央メディカルセンター,264-0017,千葉市若葉区加曽利町1835-1,外・整・内,,●,043-232-3691
千葉,1211331,医療法人社団道友会 そはら整形外科,284-0003,四街道市鹿渡1109,整,,●,043-432-7300
千葉,1211340,大木戸整形外科,267-0057,千葉市緑区大木戸町２１２－１９９,整・理,,,043-294-8019
千葉,1211358,医療法人社団 千葉いずみ会 泉中央病院,265-0061,千葉市若葉区高根町９６４－４２,外・整・胃・内・肛,,●,043-228-4131
千葉,1211366,医療法人社団旺仁会 東山整形外科,262-0032,千葉市花見川区幕張町４－６２３－１,整,,,043-272-2527
千葉,1211391,志村胃腸科外科医院,290-0024,市原市根田１－８－５,外・胃,,,0436-22-5053
千葉,1211404,千葉市立海浜病院,261-0012,千葉市美浜区磯辺３－３１－１,内・小・外・整・産・眼・耳,,,043-277-7711
千葉,1211412,医療法人社団健美会 花園整形外科,262-0025,千葉市花見川区花園５－１２－９,整・理,,,043-275-2280
千葉,1211421,真砂クリニック,261-0011,千葉市美浜区真砂１－１２－１２,胃・外・内・皮・物,,●,043-279-6221
千葉,1211439,医療法人社団ﾍﾙｽｱﾝﾄﾞｽﾎﾟｰﾂ会 鍋島整形外科,260-0044,千葉市中央区松波４－２３－２,整・理,,,043-255-0061
千葉,1211447,高木整形外科,260-0032,千葉市中央区登戸１－２２－３１ ﾘﾌﾞﾚｽ登戸1F,整,,,043-248-0505
千葉,1211455,袖ヶ浦外科,262-0032,千葉市花見川区幕張町６－１３０,外・胃,,,043-272-0281
千葉,1211463,稲毛病院,263-0043,千葉市稲毛区小仲台６－２１－３,内・精・神内・整・外・婦・他,,●,043-253-7211
千葉,1211471,医療法人社団光清会 大日病院,284-0001,四街道市大日９３３,外・整・内・小・脳・眼・皮・泌・放・理,,,043-422-1255
千葉,1211480,三枝整形外科医院,263-0043,千葉市稲毛区小仲台６－１４－５,整・外・理,,,043-253-3227
千葉,1211498,若宮渡部医院,290-0006,市原市若宮３－３－１６,外・胃・内,,,0436-43-0609
千葉,1211510,医療法人社団威風会 栗山中央病院,284-0027,四街道市栗山９０６－１,内・外・皮・泌・整・肛・胃,,,043-421-0007
千葉,1211528,帝京大学ちば総合医療センター,299-0111,市原市姉崎３４２６－３,内・精・神・循・外・整・形・脳神・心・皮・泌・眼・耳・リハ・放・歯口・麻・小・産婦,●,,0436-62-1211
千葉,1211536,医療法人社団有相会 最成病院,262-0041,千葉市花見川区柏井町８００－１,内・外・整・婦・耳,,●,043-258-1211
千葉,1211544,医療法人社団景福会 福山医院,290-0072,市原市西国分寺台１－３－１４,外・整・内・理,,,0436-23-0221
千葉,1211552,医療法人社団聖洋会 みつわ台クリニック,264-0032,千葉市若葉区みつわ台４－１－８,外・整・胃・麻,,●,043-251-3123
千葉,1211561,医療法人社団仁泉会 五井中央診療所,290-0054,市原市五井中央東１－１０－１９,内・皮・泌・理・循・呼・消,,●,0436-23-3737
千葉,1211579,社会医療法人社団健脳会 千葉脳神経外科病院,263-0001,千葉市稲毛区長沼原町408,脳外,,,043-250-1228
千葉,1211587,千葉県循環器病センター,290-0512,市原市鶴舞５７５,内･神内・呼・循・外・整・脳・心・皮・眼・耳・ﾘﾊ・歯・放・麻・小・他,,,0436-88-3111
千葉,1211609,医療法人社団健老会 姉崎病院,299-0118,市原市椎津２５５８－１,内・神内・リュウマチ・外・整・脳外・リハ・放,,,0436-66-1161
千葉,1211617,医療法人社団誠馨会 総泉病院,265-0073,千葉市若葉区更科町2592,内・外・整・理,,●,043-237-5001
千葉,1211625,医療法人社団創進会みつわ台総合病院,264-0021,千葉市若葉区若松町５３１－４８６,内・神内・呼・消・循・外・整・形・脳神・心・皮・泌・肛・眼・気・耳・リハ・放・歯口・小・婦・理学,,●,043-251-3030
千葉,1211633,医療法人社団博瞳会大木眼科クリニック,290-0056,市原市五井１６２０,眼,,,0436-23-7733
千葉,1211641,医療法人社団生実会 ホタカ整形外科,260-0813,千葉市中央区生実町2532-7,整・外・理,,,043-261-5566
千葉,1211668,医療法人社団紫雲会 千葉南病院,266-0003,千葉市緑区高田町４０１－５,内・外・呼・循・消,,●,043-292-5111
千葉,1211676,原田歯科クリニック,264-0028,千葉市若葉区桜木２－１６－２４,歯,,,043-232-9988
千葉,1211684,クリニック五井,290-0054,市原市五井中央東２－１３－１,泌・外・内・肛・放・理・麻,,,0436-24-0077
千葉,1211692,医療法人社団地山会 海浜整形外科,261-0011,千葉市美浜区真砂４－１７－１８,整・理,,,043-277-7785
千葉,1211714,医療法人社団翠明会 山王病院,263-0002,千葉市稲毛区山王町１６６－２,内・小・眼・皮・婦・理診,,●,043-421-2221
千葉,1211722,向井医院,262-0019,千葉市花見川区朝日ケ丘2-1-10-1,外,,,043-272-0211
千葉,1211749,医療法人社団詠冴会 市原整形外科,290-0062,市原市八幡1836-3,内・胃・リウ・外・整・形・皮泌・泌・耳咽・リハ,,●,0436-43-1656
千葉,1211757,医療法人社団 斎真会 古川医院,264-0005,千葉市若葉区千城台北１－１－１１,外・循・消・整・内,,●,043-234-4664
千葉,1211765,医療法人社団協和会 稲浜クリニック,261-0003,千葉市美浜区高浜４－７－３,整・外・理・肛,,,043-279-5810
千葉,1211773,医療法人社団共生会 高根町整形外科,265-0061,千葉市若葉区高根町９７９－１,整,,●,043-228-5331
千葉,1211781,古川医院,262-0005,千葉市花見川区こてはし台１－２５－１,胃・外・内・整・理・放,,,043-258-1817
千葉,1211790,たかた整形外科,261-0003,千葉市美浜区高浜５－１７－３,整・理,,,043-279-0401
千葉,1211803,たかた眼科,261-0003,千葉市美浜区高浜５－１７－３,眼,,,043-279-0401
千葉,1211820,真清クリニック,262-0006,千葉市花見川区横戸台１４－１,眼,,,043-259-5951
千葉,1211838,医療法人水木会みずき整形外科医院,290-0054,市原市五井中央東１－１０－２,整・リハ,,,0436-23-2088
千葉,1211846,医療法人社団誠仁会 みはま病院,261-0013,千葉市美浜区打瀬1-1-5,泌,,,043-278-3311
千葉,1211854,医療法人社団総和会 武村内科医院,266-0003,千葉市緑区高田町１０８４,内・消・精内,,,043-291-8591
千葉,1211862,山崎整形外科医院,260-0853,千葉市中央区葛城２－１１－２,整・外・リハ,,,043-227-7472
千葉,1211871,独立行政法人 地域医療機能推進機構 千葉病院,260-0801,千葉市中央区仁戸名町６８２,全,,,043-261-2211
千葉,1211889,わたなべ整形外科,260-0801,千葉市中央区仁戸名町９４－４,整・理,,,043-208-0111
千葉,1211897,医療法人禎豊会 潤生堂医院,284-0044,四街道市和良比254-20,内・外・整・眼・皮,,●,043-432-2316
千葉,1211901,医療法人社団緑生会 あらい整形外科,267-0066,千葉市緑区あすみが丘１－１９－７,整,,,043-295-5234
千葉,1211927,医療法人社団かずさ勤労者医療協会いちはら協立診療所,290-0051,市原市君塚２－１７－７,内・外・小,,●,0436-23-9201
千葉,1211935,幕張台クリニック,262-0033,千葉市花見川区幕張本郷６－１２－７,麻・外・内・理,,,043-271-1818
千葉,1211943,医療法人社団 みうらクリニック,263-0005,千葉市稲毛区長沼町１３４,循・胃・内・外・理,,●,043-257-4055
千葉,1211951,医療法人社団なのはな会 幕張本郷クリニック,262-0033,千葉市花見川区幕張本郷３－２２－２,外・内・消・肛,,,043-297-1911
千葉,1211960,髙岡クリニック,299-0119,市原市姉崎西１－１２－２８,整・内・外,,,0436-62-0036
千葉,1211978,医療法人勇優雅会花見川中央クリニック,262-0046,千葉市花見川区花見川３－２９－１０１,内・アレ・整・リハ・小,,,043-259-3588
千葉,1211986,新美浜整形外科,261-0011,千葉市美浜区真砂４－１－１０ピア３Ｆ,整・理・ﾘｭｳﾏﾁ,,,043-270-0070
千葉,1211994,水野内科循環器科医院,265-0053,千葉市若葉区野呂町２８２－１,内,,●,043-228-3500
千葉,1212010,なのはなクリニック,290-0062,市原市八幡１０３０,内・外・消・肛・循・皮・リハ,,●,0436-41-6635
千葉,1212028,医療法人社団淳英会おゆみの整形外科クリニック,266-0031,千葉市緑区おゆみ野３－２２－６,整・リハ,,,043-293-1118
千葉,1212044,一般社団法人千葉衛生福祉協会 ちぐさ診療所,262-0012,千葉市花見川区千種町２９５－２,内・外,,●,043-250-8200
千葉,1212095,医療法人恵誠会姉ヶ崎整形外科内科,299-0111,市原市姉崎２１０２,整・内・皮・リハ,,,0436-61-5995
千葉,1212109,医療法人緑栄会三愛記念病院,260-0027,千葉市中央区新田町２－３,内・外,,,043-246-2271
千葉,1212117,田宮クリニック,266-0005,千葉市緑区誉田町２－２４－４３３,内・外・呼・リハ,,,043-293-3533
千葉,1212133,おがわ医院,267-0066,千葉市緑区あすみが丘7-1 あすみが丘ブランニューモール１階,整・内・皮・眼,,,080-4856-8523(土、日のみ）
千葉,1212141,千葉クリニック,260-0014,千葉市中央区本千葉町１０－２３,内・外・皮,,,043-224-6207
千葉,1212150,医療法人社団裕人会 辰巳台クリニック,290-0003,市原市辰巳台東3-15-2,整・眼・内・小・皮・リハ,,,0436-76-8800
千葉,1212168,にこにこ胃腸科整形外科,266-0032,千葉市緑区おゆみ野中央７－９－２,整・外・内・胃,,,043-292-5078
千葉,1212176,幕張ベイクリニック,261-0013,千葉市美浜区打瀬2-16 ﾊﾟﾃｨｵｽ17番街1F,内・小・皮・アレ,,,043-212-0505
千葉,1212184,医療法人社団樹徳会眼科美浜クリニック,261-0011,千葉市美浜区真砂４－１－１０－３０１Ｃ,眼,,,043-270-0777
千葉,1212206,徳重整形外科,284-0001,四街道市大日緑が丘３１０－３,整,,,043-424-0125
千葉,1212214,医療法人社団 飛鵬会 わかばクリニック,260-0001,千葉市中央区都町1-1,胃・外・内・肛・リハ,,,043-234-0071
千葉,1212231,医療法人緑栄会三愛記念そが病院,260-0806,千葉市中央区宮崎2-11-15,外・消・内・循・整・リハ,,●,043-261-0411
千葉,1212257,医療法人白金会白金整形外科病院,290-0059,市原市白金町１－７５－１,内・整・ﾘｭｳ・皮・リハ,,●,0436-22-1435
千葉,1212265,医療法人社団 西千葉皮膚科クリニック,260-0033,千葉市中央区春日２－１９－１１櫻井ビル,皮,,,043-203-6480
千葉,1212273,医療法人社団煌和会 國分クリニック,260-0805,千葉市中央区宮崎町２３５－８,内・整・消・肛・外・小・リハ・麻,,●,043-266-2550
千葉,1212281,放射線医学総合研究所重粒子医科学ｾﾝﾀｰ病院,263-8555,千葉市稲毛区穴川４－９－１,放,,,043-251-2111
千葉,1212290,ちば整形外科クリニック,262-0022,千葉市花見川区南花園１－４２－７ｻﾆｰビル,整,,,043-276-3078
千葉,1212303,医療法人社団榎会 千城台クリニック,264-0007,千葉市若葉区小倉町８２９,外・内・呼吸器・循環器・リハビリ,,●,043-233-2222
千葉,1212311,医療法人社団愛和会アイボリー歯科医院,260-0044,千葉市中央区松波４－２０－１２,歯,,,043-287-0538
千葉,1212320,おゆみ野ファミリー歯科,266-0032,千葉市緑区おゆみ野中央4-23-11,歯・小歯・矯・口啌外,,,043-293-4666
千葉,1212338,高洲第一歯科診療所,260-0032,千葉市美浜区高洲２－３－１４,歯・小歯・矯正・口腔外科,,,043-245-2818
千葉,1212354,医療法人社団 ゆうな会 山越整形外科,290-0022,市原市西広4-2-2,整・リハ,,,0436-25-1559
千葉,1212362,医療法人社団 弘愈会 ひまわりクリニック,299-0111,市原市姉崎２５６１,内・外・透・整・リハ・胃・肛・皮,,,0436-60-1600
千葉,1212397,医療法人社団 飯倉整形外科ｸﾘﾆｯｸ,290-0081,市原市五井中央西１－３１－４,整･内･ﾘﾊ･ﾘｳ,,,0436-20-8600
千葉,1212419,しののめ元山医院,266-0033,千葉市緑区おゆみ野南５－１８－３,内･皮･肛･整･ﾘﾊ･小,,●,043-300-1420
千葉,1212435,医療法人社団詠冴会 千葉整形外科内科,266-0005,千葉市緑区誉田町1-227-1,整･形･外･内･消･皮･泌･ﾘｳ･ﾘﾊ･脳神,,●,043-293-7005
千葉,1212443,稲毛整形外科,263-0031,千葉市稲毛区稲毛東3-9-4,整･ﾘﾊ･ﾘｳ,,,043-302-7005
千葉,1212451,寺嶋医院,290-0062,市原市八幡1349-3,外･内･整･消･理･肛,,,0436-41-9981
千葉,1212478,公益財団法人 ちば県民保健予防財団 千葉県庁医務室,260-8667,千葉市中央区市場町１－１,内・精神,,●,043-223-4620
千葉,1212494,一般財団法人 柏戸記念財団 小倉台柏戸クリニック,264-0006,千葉市若葉区小倉台４－１８－３,内・整,,●,043-231-0257
千葉,1212508,一般財団法人 柏戸記念財団 ポートスクエア柏戸クリニック,260-0025,千葉市中央区問屋町1-35 千葉ポートサイドタワー27F,内,,●,043-245-6053
千葉,1212524,医療法人社団 凰林会 四街道さくら病院,284-0001,四街道市大日５２６－１,内・耳,,,043-422-2081
千葉,1212532,鎌取セントラルクリニック,266-0031,千葉市緑区おゆみ野４－１２－５,内・皮・小,,●,043-291-8111
千葉,1212541,一般財団法人 柏戸記念財団 長洲柏戸クリニック,260-0854,千葉市中央区長洲２－２０－２７,,,●,043-222-2873
千葉,1212559,医療法人社団報徳会 報徳千葉診療所,260-0013,千葉市中央区本町１丁目1番13号,内・消化器・循環器・婦人,,,043-225-6232
千葉,1212567,医療法人社団一精会 中村医院,262-0032,千葉市花見川区幕張町5-141-2,内,,●,043-273-8206
千葉,1212583,医療法人社団 錦昌会 ちはら台整形外科,290-0142,市原市ちはら台南3-10-1,整・リハ・内・麻酔,,,0436-52-8911
千葉,1212591,医療法人社団ひまわり会 めいわクリニック,284-0043,四街道市めいわ４－３－３２,内・外・胃腸・リハビリ,,,043-433-7717
千葉,1212605,社会医療法人社団 千葉県勤労者医療協会 稲毛診療所,261-0005,千葉市美浜区稲毛海岸４－１１－３,内・小,,,043-241-6961
千葉,1212630,医療法人杜団貴駿 幕張本郷整形外科内科,262-0033,千葉市花見川区幕張本郷１－４－３２,整,,,043-213-2777
千葉,1212648,医療法人社団けやき会 なつめ皮ふ科,261-0011,千葉市美浜区真砂２－１４－１５,皮,,,043-270-2211
千葉,1212656,医療法人社団若葉会 若葉整形外科クリニック,264-0032,千葉市若葉区みつわ台2-13-11,整形外,,,043-290-5577
千葉,1212664,医療法人社団ゆうあい会 やりたクリニック,290-0022,市原市西広１３１,内・消化器・リハ・呼吸器,,●,0436-20-8882
千葉,1212672,医療法人社団 以仁会 稲毛サティクリニック,263-0043,千葉市稲毛区小仲台１－４－２０ イオン稲毛店４階,内・皮・子,,,043-253-5517
千葉,1212681,医療法人白百合会 市原メンタルクリニック,290-0054,市原市五井中央東1-16-12,心内・精神,,,0436-24-5300
千葉,1212702,医療法人社団 健貴会菊間クリニック,290-0007,市原市菊間１７０５－１０,内・外・整・胃・肛門リハ・小 ,,,0436-43-3025
千葉,1212729,医療法人社団直心会 轟診療所,263-0021,千葉市稲毛区轟町１－１３－３,内・外,,●,043-251-6297
千葉,1212737,医療法人社団直心会 轟健康クリニック,260-0034,千葉市中央区汐見丘町２３－１,内・小児,,●,043-203-6663
千葉,1212745,医療法人社団扇心会 幕張マリブクリニック,261-7102,千葉市美浜区中瀬2-6-1ﾜｰﾙﾄﾞﾋﾞｼﾞﾈｽｶﾞｰﾃﾞﾝﾏﾘﾌﾞｳｪｽﾄ2F A0203号室,内・外・泌尿器,,●,043-297-0188
千葉,1212753,医療法人社団 三水会 北千葉整形外科,263-0051,千葉市稲毛区園生町166-1,整・リハ・リウマチ,,,043-207-6600
千葉,1212761,愛和クリニック,263-0043,千葉市稲毛区小仲台1-4-20 稲毛サティー４Ｆ,眼・皮膚・アレルギー・内・美容外科,,,043-206-2018
千葉,1212770,おざきクリニック,262-0015,千葉市花見川区宮野木台1-5-18,外・内・整,,,043-207-8008
千葉,1212788,こうふう台眼科医院,290-0242,市原市中高根1555-2,眼,,,0436-95-6602
千葉,1212796,医療法人社団長寿会 長谷川整形外科,264-0017,千葉市若葉区加曽利町1603-2,整・内・リハ・リウマチ,,,043-231-7027
千葉,1212800,高洲中央医院,261-0004,千葉市美浜区高洲4-5-11,内,,,043-278-0035
千葉,1212818,医療法人社団尚歯会 千葉ＥＳ歯科医院,260-0045,千葉市中央区弁天1-1-3 鈴木ビル４Ｆ,歯・口腔外科・矯正歯科,,,043-251-4182
千葉,1212826,医療法人社団尚歯会 フェリア歯科医院,261-0011,千葉市美浜区真砂4-2-6,歯・口腔外科・矯正歯科,,,043-270-2969
千葉,1212834,自動車事故対策機構 千葉療護センター,261-0012,千葉市美浜区磯辺3-30-1,脳神経外科・内・神経内科,,,043-277-0061
千葉,1212851,医療法人社団春鈴会 寺田クリニック,260-0015,千葉市中央区富士見2-3-1塚本大千葉ビル６階,胃・内・外・肛・麻,,,043-225-7300
千葉,1212869,医療法人社団泰仁会 四街道駅クリニック,284-0005,四街道市四街道１－１ＪＲ四街道駅ビル４階,内・整・皮・リハ・理,,,043-304-7575
千葉,1212885,医療法人社団喜多会 四街道駅歯科クリニック,284-0005,四街道市四街道１－１四街道駅ビル３階,歯科・口腔外科・小児歯科・矯正歯科,,,043-420-6480
千葉,1212893,美浜神経内科,261-0004,千葉市美浜区高洲3-23-2 稲毛海岸ビル１Ｆ101号室,内・神内,,,043-303-5670
千葉,1212907,医療法人社団典仁会 松島皮膚科医院,284-0005,四街道市四街道1-6-12フェイスビル2階,皮,,,043-423-3552
千葉,1212915,やまざき歯科クリニック,262-0032,千葉市花見川区幕張町5-417-222 幕張グリーンハイツ122号,歯・小歯・矯正歯科,,,043-272-5441
千葉,1212923,御成台整形外科,265-0077,千葉市若葉区御成台１－８－５,整・リハ・リウ,,,043-236-7771
千葉,1212931,つがクリニック,264-0025,千葉市若葉区都賀２－２４－１,内・胃・リハ・外・肛,,,043-214-5560
千葉,1212940,医療法人社団 ガラテア ぴあーすクリニック,263-0043,千葉市稲毛区小仲台７－２０－５,外・内・循・心臓血管外科,,,043-290-6767
千葉,1212958,おゆみ野眼科クリニック,266-0033,千葉市緑区おゆみ野南1-20-1,眼,,,043-293-1313
千葉,1212974,社会医療法人社団千葉県勤労者医療協会 千葉健生病院附属 まくはり診療所,262-0032,千葉市花見川区幕張町5-392-3,内・精・呼・胃・循・外・皮・整・リハ・小・婦,,●,043-272-1081
千葉,1212982,いの皮フ科,261-0013,千葉市美浜区打瀬3-5 マリンフォート101,皮,,,043-310-8211
千葉,1212991,鈴木脳神経外科クリニック,266-0033,千葉市緑区おゆみ野南1-1-15,内・整・脳神,,,043-293-3516
千葉,1213016,かつらやま歯科医院,267-0066,千葉市緑区あすみが丘2-16-7,歯・小歯,,,043-295-3748
千葉,1213032,医療法人社団アイワ会 アイワ歯科医院,262-0032,千葉市花見川区幕張町4-417-25イトーヨーカ堂幕張店２Ｆ,歯・矯正歯科・歯科口腔科,,,043-271-4834
